date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
7/13/21,Plate 28,Seren Plate 28,Plate 28_A01,A01,01A,5041,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B01,B01,01B,5043,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C01,C01,01C,5044,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D01,D01,01D,5046,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E01,E01,01E,5048,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F01,F01,01F,5067,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G01,G01,01G,5069,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H01,H01,01H,5071,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A02,A02,02A,5073,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B02,B02,02B,5075,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C02,C02,02C,5077,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D02,D02,02D,5079,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E02,E02,02E,5081,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F02,F02,02F,5083,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G02,G02,02G,5085,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H02,H02,02H,5087,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A03,A03,03A,5089,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B03,B03,03B,5091,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C03,C03,03C,5093,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D03,D03,03D,5095,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E03,E03,03E,5907,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F03,F03,03F,5909,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G03,G03,03G,5101,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H03,H03,03H,5103,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A04,A04,04A,5105,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B04,B04,04B,5107,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C04,C04,04C,5109,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D04,D04,04D,5111,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E04,E04,04E,5112,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F04,F04,04F,5114,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G04,G04,04G,5147,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H04,H04,04H,5149,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A05,A05,05A,5151,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B05,B05,05B,5154,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C05,C05,05C,5155,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D05,D05,05D,5157,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E05,E05,05E,5160,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F05,F05,05F,5162,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G05,G05,05G,5164,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H05,H05,05H,5165,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A06,A06,06A,5168,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B06,B06,06B,5171,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C06,C06,06C,5175,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D06,D06,06D,5176,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E06,E06,06E,5178,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F06,F06,06F,5180,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G06,G06,06G,5182,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H06,H06,06H,5185,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A07,A07,07A,5187,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B07,B07,07B,5189,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C07,C07,07C,5191,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D07,D07,07D,5193,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E07,E07,07E,5184,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F07,F07,07F,5197,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G07,G07,07G,5201,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H07,H07,07H,5203,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A08,A08,08A,5205,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B08,B08,08B,5207,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C08,C08,08C,5210,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D08,D08,08D,5212,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E08,E08,08E,5213,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F08,F08,08F,5215,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G08,G08,08G,5216,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H08,H08,08H,5244,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A09,A09,09A,5246,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B09,B09,09B,5248,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C09,C09,09C,5250,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D09,D09,09D,5251,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E09,E09,09E,5252,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F09,F09,09F,5253,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G09,G09,09G,5254,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H09,H09,09H,5255,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A10,A10,10A,5256,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B10,B10,10B,5259,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C10,C10,10C,5260,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D10,D10,10D,5261,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E10,E10,10E,5263,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F10,F10,10F,5264,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G10,G10,10G,5265,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H10,H10,10H,5266,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A11,A11,11A,5267,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B11,B11,11B,5268,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C11,C11,11C,5269,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D11,D11,11D,5270,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E11,E11,11E,5271,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F11,F11,11F,5272,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G11,G11,11G,5273,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H11,H11,11H,BLANK_Plate 28_H11,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_A12,A12,12A,5274,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_B12,B12,12B,5275,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_C12,C12,12C,5276,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_D12,D12,12D,5277,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_E12,E12,12E,5152,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_F12,F12,12F,5150,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_G12,G12,12G,5113,ruth,,Leaf,CTAB
7/13/21,Plate 28,Seren Plate 28,Plate 28_H12,H12,12H,BLANK_Plate 28_H12,ruth,,Leaf,CTAB
