date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
7/8/21,plate 10,Seren Plate 10,plate 10_A01,A01,01A,1560,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B01,B01,01B,1562,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C01,C01,01C,1564,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D01,D01,01D,1566,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E01,E01,01E,1568,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F01,F01,01F,1569,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G01,G01,01G,1570,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_H01,H01,01H,1572,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_A02,A02,02A,1575,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B02,B02,02B,1576,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C02,C02,02C,1577,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D02,D02,02D,1579,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E02,E02,02E,1581,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F02,F02,02F,1583,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G02,G02,02G,1585,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_H02,H02,02H,1587,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_A03,A03,03A,1589,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B03,B03,03B,1591,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C03,C03,03C,1593,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D03,D03,03D,1595,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E03,E03,03E,1598,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F03,F03,03F,1600,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G03,G03,03G,1601,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_H03,H03,03H,1605,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_A04,A04,04A,1603,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B04,B04,04B,1620,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C04,C04,04C,1622,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D04,D04,04D,1623,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E04,E04,04E,1627,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F04,F04,04F,1628,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G04,G04,04G,1633,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_H04,H04,04H,1636,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_A05,A05,05A,1638,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B05,B05,05B,1641,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C05,C05,05C,1643,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D05,D05,05D,1645,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E05,E05,05E,1647,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F05,F05,05F,1649,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G05,G05,05G,1650,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_H05,H05,05H,1651,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_A06,A06,06A,1653,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B06,B06,06B,1655,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C06,C06,06C,1657,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D06,D06,06D,1659,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E06,E06,06E,1661,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F06,F06,06F,1662,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G06,G06,06G,1665,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_H06,H06,06H,1667,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_A07,A07,07A,1668,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_B07,B07,07B,1670,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_C07,C07,07C,1671,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_D07,D07,07D,1672,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_E07,E07,07E,1674,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_F07,F07,07F,1676,seren,,Leaf,CTAB
7/8/21,plate 10,Seren Plate 10,plate 10_G07,G07,07G,1678,seren,,Leaf,CTAB
