date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
7/13/21,Plate 26,Seren Plate 26,Plate 26_A01,A01,01A,4680,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B01,B01,01B,4682,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C01,C01,01C,4684,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D01,D01,01D,4686,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E01,E01,01E,4688,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F01,F01,01F,4690,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G01,G01,01G,4692,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H01,H01,01H,4694,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A02,A02,02A,4695,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B02,B02,02B,4697,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C02,C02,02C,4699,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D02,D02,02D,4701,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E02,E02,02E,4703,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F02,F02,02F,4704,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G02,G02,02G,4706,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H02,H02,02H,4708,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A03,A03,03A,4711,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B03,B03,03B,4713,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C03,C03,03C,4715,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D03,D03,03D,4717,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E03,E03,03E,4719,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F03,F03,03F,4721,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G03,G03,03G,4723,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H03,H03,03H,4730,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A04,A04,04A,4732,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B04,B04,04B,4734,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C04,C04,04C,4735,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D04,D04,04D,4737,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E04,E04,04E,4739,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F04,F04,04F,4741,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G04,G04,04G,4743,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H04,H04,04H,4745,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A05,A05,05A,4747,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B05,B05,05B,4749,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C05,C05,05C,4751,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D05,D05,05D,4752,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E05,E05,05E,4754,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F05,F05,05F,4756,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G05,G05,05G,4758,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H05,H05,05H,4760,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A06,A06,06A,4763,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B06,B06,06B,4764,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C06,C06,06C,4766,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D06,D06,06D,4768,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E06,E06,06E,4770,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F06,F06,06F,4772,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G06,G06,06G,4774,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H06,H06,06H,4776,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A07,A07,07A,4778,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B07,B07,07B,4780,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C07,C07,07C,4782,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D07,D07,07D,4784,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E07,E07,07E,4786,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F07,F07,07F,4788,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G07,G07,07G,4790,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H07,H07,07H,4792,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A08,A08,08A,4794,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B08,B08,08B,4796,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C08,C08,08C,4798,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D08,D08,08D,4800,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E08,E08,08E,4802,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F08,F08,08F,4804,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G08,G08,08G,4806,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H08,H08,08H,4808,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A09,A09,09A,4810,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B09,B09,09B,4812,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C09,C09,09C,4814,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D09,D09,09D,4816,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E09,E09,09E,4818,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F09,F09,09F,4820,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G09,G09,09G,4822,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H09,H09,09H,4824,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A10,A10,10A,4825,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B10,B10,10B,4826,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C10,C10,10C,4827,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D10,D10,10D,4828,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E10,E10,10E,4829,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F10,F10,10F,4830,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G10,G10,10G,4831,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_H10,H10,10H,4832,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_A11,A11,11A,4833,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_B11,B11,11B,4834,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_C11,C11,11C,4835,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_D11,D11,11D,4843,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_E11,E11,11E,4844,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_F11,F11,11F,4845,ruth,,Leaf,CTAB
7/13/21,Plate 26,Seren Plate 26,Plate 26_G11,G11,11G,4846,ruth,,Leaf,CTAB
