date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
7/12/21,Plate 23,Seren Plate 23,Plate 23_A01,A01,01A,4065,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_B01,B01,01B,4069,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_C01,C01,01C,4072,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_D01,D01,01D,4074,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_E01,E01,01E,4076,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_F01,F01,01F,4079,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_G01,G01,01G,4081,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_H01,H01,01H,4082,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_A02,A02,02A,4084,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_B02,B02,02B,4086,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_C02,C02,02C,4088,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_D02,D02,02D,4090,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_E02,E02,02E,4093,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_F02,F02,02F,4095,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_G02,G02,02G,4096,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_H02,H02,02H,4098,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_A03,A03,03A,4100,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_B03,B03,03B,4102,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_C03,C03,03C,4104,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_D03,D03,03D,4105,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_E03,E03,03E,4107,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_F03,F03,03F,4110,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_G03,G03,03G,4112,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_H03,H03,03H,4113,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_A04,A04,04A,4138,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_B04,B04,04B,4140,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_C04,C04,04C,4142,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_D04,D04,04D,4144,ruth,,Leaf,CTAB
7/12/21,Plate 23,Seren Plate 23,Plate 23_E04,E04,04E,4146,ruth,,Leaf,CTAB
