date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
7/9/21,plate 19,Seren Plate 19,plate 19_A01,A01,01A,3264,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B01,B01,01B,3266,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C01,C01,01C,3268,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D01,D01,01D,3269,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E01,E01,01E,3271,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F01,F01,01F,3273,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G01,G01,01G,3284,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H01,H01,01H,3286,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A02,A02,02A,3287,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B02,B02,02B,3288,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C02,C02,02C,3291,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D02,D02,02D,3293,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E02,E02,02E,3295,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F02,F02,02F,3299,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G02,G02,02G,3301,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H02,H02,02H,3305,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A03,A03,03A,3306,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B03,B03,03B,3308,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C03,C03,03C,3309,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D03,D03,03D,3313,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E03,E03,03E,3320,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F03,F03,03F,3322,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G03,G03,03G,3324,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H03,H03,03H,3326,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A04,A04,04A,3328,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B04,B04,04B,3331,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C04,C04,04C,3334,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D04,D04,04D,3336,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E04,E04,04E,3339,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F04,F04,04F,3341,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G04,G04,04G,3343,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H04,H04,04H,3345,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A05,A05,05A,3347,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B05,B05,05B,3349,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C05,C05,05C,3351,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D05,D05,05D,3353,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E05,E05,05E,3355,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F05,F05,05F,3357,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G05,G05,05G,3360,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H05,H05,05H,3362,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A06,A06,06A,3364,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B06,B06,06B,3366,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C06,C06,06C,3367,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D06,D06,06D,3374,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E06,E06,06E,3377,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F06,F06,06F,3379,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G06,G06,06G,3382,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H06,H06,06H,3384,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A07,A07,07A,3386,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B07,B07,07B,3388,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C07,C07,07C,3390,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D07,D07,07D,3392,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_E07,E07,07E,3394,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_F07,F07,07F,3396,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_G07,G07,07G,3398,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_H07,H07,07H,3399,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_A08,A08,08A,3400,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_B08,B08,08B,3402,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_C08,C08,08C,3404,seren,,Leaf,CTAB
7/9/21,plate 19,Seren Plate 19,plate 19_D08,D08,08D,3406,seren,,Leaf,CTAB
