,date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
1,7/7/21,plate_1,Seren_Plate_1,Plate 1_A01,A01,01A,21.GS.C6.SN.Student2.IB-plant1-TMS21F1975P0001,ruth,NA,Leaf,CTAB
2,7/7/21,plate_1,Seren_Plate_1,Plate 1_B01,B01,01B,21.GS.C6.SN.Student2.IB-plant3-TMS21F1975P0003,ruth,NA,Leaf,CTAB
3,7/7/21,plate_1,Seren_Plate_1,Plate 1_C01,C01,01C,21.GS.C6.SN.Student2.IB-plant5-TMS21F1975P0005,ruth,NA,Leaf,CTAB
4,7/7/21,plate_1,Seren_Plate_1,Plate 1_D01,D01,01D,21.GS.C6.SN.Student2.IB-plant7-TMS21F1975P0007,ruth,NA,Leaf,CTAB
5,7/7/21,plate_1,Seren_Plate_1,Plate 1_E01,E01,01E,21.GS.C6.SN.Student2.IB-plant9-TMS21F1975P0009,ruth,NA,Leaf,CTAB
6,7/7/21,plate_1,Seren_Plate_1,Plate 1_F01,F01,01F,21.GS.C6.SN.Student2.IB-plant11-TMS21F1975P0011,ruth,NA,Leaf,CTAB
7,7/7/21,plate_1,Seren_Plate_1,Plate 1_G01,G01,01G,21.GS.C6.SN.Student2.IB-plant13-TMS21F1975P0013,ruth,NA,Leaf,CTAB
8,7/7/21,plate_1,Seren_Plate_1,Plate 1_H01,H01,01H,21.GS.C6.SN.Student2.IB-plant15-TMS21F1975P0015,ruth,NA,Leaf,CTAB
9,7/7/21,plate_1,Seren_Plate_1,Plate 1_A02,A02,02A,21.GS.C6.SN.Student2.IB-plant18-TMS21F1975P0018,ruth,NA,Leaf,CTAB
10,7/7/21,plate_1,Seren_Plate_1,Plate 1_B02,B02,02B,21.GS.C6.SN.Student2.IB-plant20-TMS21F1975P0020,ruth,NA,Leaf,CTAB
11,7/7/21,plate_1,Seren_Plate_1,Plate 1_C02,C02,02C,21.GS.C6.SN.Student2.IB-plant22-TMS21F1975P0022,ruth,NA,Leaf,CTAB
12,7/7/21,plate_1,Seren_Plate_1,Plate 1_D02,D02,02D,21.GS.C6.SN.Student2.IB-plant24-TMS21F1975P0024,ruth,NA,Leaf,CTAB
13,7/7/21,plate_1,Seren_Plate_1,Plate 1_E02,E02,02E,21.GS.C6.SN.Student2.IB-plant26-TMS21F1975P0026,ruth,NA,Leaf,CTAB
14,7/7/21,plate_1,Seren_Plate_1,Plate 1_F02,F02,02F,21.GS.C6.SN.Student2.IB-plant28-TMS21F1975P0028,ruth,NA,Leaf,CTAB
15,7/7/21,plate_1,Seren_Plate_1,Plate 1_G02,G02,02G,21.GS.C6.SN.Student2.IB-plant30-TMS21F1975P0030,ruth,NA,Leaf,CTAB
16,7/7/21,plate_1,Seren_Plate_1,Plate 1_H02,H02,02H,21.GS.C6.SN.Student2.IB-plant32-TMS21F1975P0032,ruth,NA,Leaf,CTAB
17,7/7/21,plate_1,Seren_Plate_1,Plate 1_A03,A03,03A,21.GS.C6.SN.Student2.IB-plant34-TMS21F1975P0034,ruth,NA,Leaf,CTAB
18,7/7/21,plate_1,Seren_Plate_1,Plate 1_B03,B03,03B,21.GS.C6.SN.Student2.IB-plant36-TMS21F1975P0036,ruth,NA,Leaf,CTAB
19,7/7/21,plate_1,Seren_Plate_1,Plate 1_C03,C03,03C,21.GS.C6.SN.Student2.IB-plant38-TMS21F1975P0038,ruth,NA,Leaf,CTAB
20,7/7/21,plate_1,Seren_Plate_1,Plate 1_D03,D03,03D,21.GS.C6.SN.Student2.IB-plant40-TMS21F1975P0040,ruth,NA,Leaf,CTAB
21,7/7/21,plate_1,Seren_Plate_1,Plate 1_E03,E03,03E,21.GS.C6.SN.Student2.IB-plant42-TMS21F1975P0042,ruth,NA,Leaf,CTAB
22,7/7/21,plate_1,Seren_Plate_1,Plate 1_F03,F03,03F,21.GS.C6.SN.Student2.IB-plant44-TMS21F1975P0044,ruth,NA,Leaf,CTAB
23,7/7/21,plate_1,Seren_Plate_1,Plate 1_G03,G03,03G,21.GS.C6.SN.Student2.IB-plant47-TMS21F1975P0047,ruth,NA,Leaf,CTAB
24,7/7/21,plate_1,Seren_Plate_1,Plate 1_H03,H03,03H,21.GS.C6.SN.Student2.IB-plant50-TMS21F1975P0050,ruth,NA,Leaf,CTAB
25,7/7/21,plate_1,Seren_Plate_1,Plate 1_A04,A04,04A,21.GS.C6.SN.Student2.IB-plant52-TMS21F1975P0052,ruth,NA,Leaf,CTAB
26,7/7/21,plate_1,Seren_Plate_1,Plate 1_B04,B04,04B,21.GS.C6.SN.Student2.IB-plant54-TMS21F1975P0054,ruth,NA,Leaf,CTAB
27,7/7/21,plate_1,Seren_Plate_1,Plate 1_C04,C04,04C,21.GS.C6.SN.Student2.IB-plant56-TMS21F1975P0056,ruth,NA,Leaf,CTAB
28,7/7/21,plate_1,Seren_Plate_1,Plate 1_D04,D04,04D,21.GS.C6.SN.Student2.IB-plant58-TMS21F1975P0058,ruth,NA,Leaf,CTAB
29,7/7/21,plate_1,Seren_Plate_1,Plate 1_E04,E04,04E,21.GS.C6.SN.Student2.IB-plant59-TMS21F1975P0059,ruth,NA,Leaf,CTAB
30,7/7/21,plate_1,Seren_Plate_1,Plate 1_F04,F04,04F,21.GS.C6.SN.Student2.IB-plant60-TMS21F1975P0060,ruth,NA,Leaf,CTAB
31,7/7/21,plate_1,Seren_Plate_1,Plate 1_G04,G04,04G,21.GS.C6.SN.Student2.IB-plant62-TMS21F1975P0062,ruth,NA,Leaf,CTAB
32,7/7/21,plate_1,Seren_Plate_1,Plate 1_H04,H04,04H,21.GS.C6.SN.Student2.IB-plant64-TMS21F1975P0064,ruth,NA,Leaf,CTAB
33,7/7/21,plate_1,Seren_Plate_1,Plate 1_A05,A05,05A,21.GS.C6.SN.Student2.IB-plant66-TMS21F1975P0066,ruth,NA,Leaf,CTAB
34,7/7/21,plate_1,Seren_Plate_1,Plate 1_B05,B05,05B,21.GS.C6.SN.Student2.IB-plant68-TMS21F1975P0068,ruth,NA,Leaf,CTAB
35,7/7/21,plate_1,Seren_Plate_1,Plate 1_C05,C05,05C,21.GS.C6.SN.Student2.IB-plant70-TMS21F1975P0070,ruth,NA,Leaf,CTAB
36,7/7/21,plate_1,Seren_Plate_1,Plate 1_D05,D05,05D,21.GS.C6.SN.Student2.IB-plant72-TMS21F1975P0072,ruth,NA,Leaf,CTAB
37,7/7/21,plate_1,Seren_Plate_1,Plate 1_E05,E05,05E,21.GS.C6.SN.Student2.IB-plant74-TMS21F1975P0074,ruth,NA,Leaf,CTAB
38,7/7/21,plate_1,Seren_Plate_1,Plate 1_F05,F05,05F,21.GS.C6.SN.Student2.IB-plant75-TMS21F1975P0075,ruth,NA,Leaf,CTAB
39,7/7/21,plate_1,Seren_Plate_1,Plate 1_G05,G05,05G,21.GS.C6.SN.Student2.IB-plant78-TMS21F1975P0078,ruth,NA,Leaf,CTAB
40,7/7/21,plate_1,Seren_Plate_1,Plate 1_H05,H05,05H,21.GS.C6.SN.Student2.IB-plant80-TMS21F1975P0080,ruth,NA,Leaf,CTAB
41,7/7/21,plate_1,Seren_Plate_1,Plate 1_A06,A06,06A,21.GS.C6.SN.Student2.IB-plant82-TMS21F1975P0082,ruth,NA,Leaf,CTAB
42,7/7/21,plate_1,Seren_Plate_1,Plate 1_B06,B06,06B,21.GS.C6.SN.Student2.IB-plant84-TMS21F1975P0084,ruth,NA,Leaf,CTAB
43,7/7/21,plate_1,Seren_Plate_1,Plate 1_C06,C06,06C,21.GS.C6.SN.Student2.IB-plant85-TMS21F1975P0085,ruth,NA,Leaf,CTAB
44,7/7/21,plate_1,Seren_Plate_1,Plate 1_D06,D06,06D,21.GS.C6.SN.Student2.IB-plant87-TMS21F1975P0087,ruth,NA,Leaf,CTAB
45,7/7/21,plate_1,Seren_Plate_1,Plate 1_E06,E06,06E,21.GS.C6.SN.Student2.IB-plant89-TMS21F1975P0089,ruth,NA,Leaf,CTAB
46,7/7/21,plate_1,Seren_Plate_1,Plate 1_F06,F06,06F,21.GS.C6.SN.Student2.IB-plant91-TMS21F1975P0091,ruth,NA,Leaf,CTAB
47,7/7/21,plate_1,Seren_Plate_1,Plate 1_G06,G06,06G,21.GS.C6.SN.Student2.IB-plant93-TMS21F1975P0093,ruth,NA,Leaf,CTAB
48,7/7/21,plate_1,Seren_Plate_1,Plate 1_H06,H06,06H,21.GS.C6.SN.Student2.IB-plant95-TMS21F1975P0095,ruth,NA,Leaf,CTAB
49,7/7/21,plate_1,Seren_Plate_1,Plate 1_A07,A07,07A,21.GS.C6.SN.Student2.IB-plant97-TMS21F1975P0097,ruth,NA,Leaf,CTAB
50,7/7/21,plate_1,Seren_Plate_1,Plate 1_B07,B07,07B,21.GS.C6.SN.Student2.IB-plant99-TMS21F1975P0099,ruth,NA,Leaf,CTAB
51,7/7/21,plate_1,Seren_Plate_1,Plate 1_C07,C07,07C,21.GS.C6.SN.Student2.IB-plant100-TMS21F1975P0100,ruth,NA,Leaf,CTAB
52,7/7/21,plate_1,Seren_Plate_1,Plate 1_D07,D07,07D,21.GS.C6.SN.Student2.IB-plant102-TMS21F1975P0102,ruth,NA,Leaf,CTAB
53,7/7/21,plate_1,Seren_Plate_1,Plate 1_E07,E07,07E,21.GS.C6.SN.Student2.IB-plant104-TMS21F1975P0104,ruth,NA,Leaf,CTAB
54,7/7/21,plate_1,Seren_Plate_1,Plate 1_F07,F07,07F,21.GS.C6.SN.Student2.IB-plant106-TMS21F1975P0106,ruth,NA,Leaf,CTAB
55,7/7/21,plate_1,Seren_Plate_1,Plate 1_G07,G07,07G,21.GS.C6.SN.Student2.IB-plant108-TMS21F1975P0108,ruth,NA,Leaf,CTAB
56,7/7/21,plate_1,Seren_Plate_1,Plate 1_H07,H07,07H,21.GS.C6.SN.Student2.IB-plant110-TMS21F1975P0110,ruth,NA,Leaf,CTAB
57,7/7/21,plate_1,Seren_Plate_1,Plate 1_A08,A08,08A,21.GS.C6.SN.Student2.IB-plant112-TMS21F1975P0112,ruth,NA,Leaf,CTAB
58,7/7/21,plate_1,Seren_Plate_1,Plate 1_B08,B08,08B,21.GS.C6.SN.Student2.IB-plant113-TMS21F1975P0113,ruth,NA,Leaf,CTAB
59,7/7/21,plate_1,Seren_Plate_1,Plate 1_C08,C08,08C,21.GS.C6.SN.Student2.IB-plant114-TMS21F1975P0114,ruth,NA,Leaf,CTAB
60,7/7/21,plate_1,Seren_Plate_1,Plate 1_D08,D08,08D,21.GS.C6.SN.Student2.IB-plant115-TMS21F1975P0115,ruth,NA,Leaf,CTAB
61,7/7/21,plate_1,Seren_Plate_1,Plate 1_E08,E08,08E,21.GS.C6.SN.Student2.IB-plant116-TMS21F1975P0116,ruth,NA,Leaf,CTAB
62,7/7/21,plate_1,Seren_Plate_1,Plate 1_F08,F08,08F,21.GS.C6.SN.Student2.IB-plant117-TMS21F1975P0117,ruth,NA,Leaf,CTAB
63,7/7/21,plate_1,Seren_Plate_1,Plate 1_G08,G08,08G,21.GS.C6.SN.Student2.IB-plantM-TMS21F1975P0120,ruth,NA,Leaf,CTAB
64,7/7/21,plate_1,Seren_Plate_1,Plate 1_H08,H08,08H,21.GS.C6.SN.Student2.IB-plantM-TMS21F1975P0122,ruth,NA,Leaf,CTAB
65,7/7/21,plate_1,Seren_Plate_1,Plate 1_A09,A09,09A,21.GS.C6.SN.Student2.IB-plantM-TMS21F1975P0126,ruth,NA,Leaf,CTAB
66,7/7/21,plate_1,Seren_Plate_1,Plate 1_B09,B09,09B,21.GS.C6.SN.Student2.IB-plantM-TMS21F1975P0128,ruth,NA,Leaf,CTAB
67,7/7/21,plate_1,Seren_Plate_1,Plate 1_C09,C09,09C,21.GS.C6.SN.Student2.IB-plantM-TMS21F1975P0129,ruth,NA,Leaf,CTAB
68,7/7/21,plate_1,Seren_Plate_1,Plate 1_D09,D09,09D,21.GS.C6.SN.Student2.IB-plant118-TMS21F1976P0001,ruth,NA,Leaf,CTAB
69,7/7/21,plate_1,Seren_Plate_1,Plate 1_E09,E09,09E,21.GS.C6.SN.Student2.IB-plant120-TMS21F1976P0003,ruth,NA,Leaf,CTAB
70,7/7/21,plate_1,Seren_Plate_1,Plate 1_F09,F09,09F,21.GS.C6.SN.Student2.IB-plant123-TMS21F1976P0006,ruth,NA,Leaf,CTAB
71,7/7/21,plate_1,Seren_Plate_1,Plate 1_G09,G09,09G,21.GS.C6.SN.Student2.IB-plant125-TMS21F1976P0008,ruth,NA,Leaf,CTAB
72,7/7/21,plate_1,Seren_Plate_1,Plate 1_H09,H09,09H,21.GS.C6.SN.Student2.IB-plant126-TMS21F1976P0009,ruth,NA,Leaf,CTAB
73,7/7/21,plate_1,Seren_Plate_1,Plate 1_A10,A10,10A,21.GS.C6.SN.Student2.IB-plant128-TMS21F1976P0011,ruth,NA,Leaf,CTAB
74,7/7/21,plate_1,Seren_Plate_1,Plate 1_B10,B10,10B,21.GS.C6.SN.Student2.IB-plant130-TMS21F1976P0013,ruth,NA,Leaf,CTAB
75,7/7/21,plate_1,Seren_Plate_1,Plate 1_C10,C10,10C,21.GS.C6.SN.Student2.IB-plant132-TMS21F1976P0015,ruth,NA,Leaf,CTAB
76,7/7/21,plate_1,Seren_Plate_1,Plate 1_D10,D10,10D,21.GS.C6.SN.Student2.IB-plant134-TMS21F1976P0017,ruth,NA,Leaf,CTAB
77,7/7/21,plate_1,Seren_Plate_1,Plate 1_E10,E10,10E,21.GS.C6.SN.Student2.IB-plant136-TMS21F1976P0019,ruth,NA,Leaf,CTAB
78,7/7/21,plate_1,Seren_Plate_1,Plate 1_F10,F10,10F,21.GS.C6.SN.Student2.IB-plant138-TMS21F1976P0021,ruth,NA,Leaf,CTAB
79,7/7/21,plate_1,Seren_Plate_1,Plate 1_G10,G10,10G,21.GS.C6.SN.Student2.IB-plant139-TMS21F1976P0022,ruth,NA,Leaf,CTAB
80,7/7/21,plate_1,Seren_Plate_1,Plate 1_H10,H10,10H,21.GS.C6.SN.Student2.IB-plant145-TMS21F1977P0001,ruth,NA,Leaf,CTAB
81,7/7/21,plate_1,Seren_Plate_1,Plate 1_A11,A11,11A,21.GS.C6.SN.Student2.IB-plant146-TMS21F1977P0002,ruth,NA,Leaf,CTAB
82,7/7/21,plate_1,Seren_Plate_1,Plate 1_B11,B11,11B,21.GS.C6.SN.Student2.IB-plant147-TMS21F1977P0003,ruth,NA,Leaf,CTAB
83,7/7/21,plate_1,Seren_Plate_1,Plate 1_C11,C11,11C,21.GS.C6.SN.Student2.IB-plant148-TMS21F1977P0004,ruth,NA,Leaf,CTAB
84,7/7/21,plate_1,Seren_Plate_1,Plate 1_D11,D11,11D,21.GS.C6.SN.Student2.IB-plant149-TMS21F1978P0001,ruth,NA,Leaf,CTAB
85,7/7/21,plate_1,Seren_Plate_1,Plate 1_E11,E11,11E,21.GS.C6.SN.Student2.IB-plant150-TMS21F1978P0002,ruth,NA,Leaf,CTAB
86,7/7/21,plate_1,Seren_Plate_1,Plate 1_F11,F11,11F,21.GS.C6.SN.Student2.IB-plant65-TMS21F1975P0065,ruth,NA,Leaf,CTAB
87,7/7/21,plate_1,Seren_Plate_1,Plate 1_G11,G11,11G,21.GS.C6.SN.Student2.IB-plant67-TMS21F1975P0067,ruth,NA,Leaf,CTAB
88,7/7/21,plate_1,Seren_Plate_1,Plate 1_H11,H11,11H,BLANK_Plate 1_H11,ruth,NA,Leaf,CTAB
89,7/7/21,plate_1,Seren_Plate_1,Plate 1_A12,A12,12A,21.GS.C6.SN.Student2.IB-plant69-TMS21F1975P0069,ruth,NA,Leaf,CTAB
90,7/7/21,plate_1,Seren_Plate_1,Plate 1_B12,B12,12B,21.GS.C6.SN.Student2.IB-plant73-TMS21F1975P0073,ruth,NA,Leaf,CTAB
91,7/7/21,plate_1,Seren_Plate_1,Plate 1_C12,C12,12C,21.GS.C6.SN.Student2.IB-plant76-TMS21F1975P0076,ruth,NA,Leaf,CTAB
92,7/7/21,plate_1,Seren_Plate_1,Plate 1_D12,D12,12D,21.GS.C6.SN.Student2.IB-plant79-TMS21F1975P0079,ruth,NA,Leaf,CTAB
93,7/7/21,plate_1,Seren_Plate_1,Plate 1_E12,E12,12E,21.GS.C6.SN.Student2.IB-plant81-TMS21F1975P0081,ruth,NA,Leaf,CTAB
94,7/7/21,plate_1,Seren_Plate_1,Plate 1_F12,F12,12F,21.GS.C6.SN.Student2.IB-plant83-TMS21F1975P0083,ruth,NA,Leaf,CTAB
95,7/7/21,plate_1,Seren_Plate_1,Plate 1_G12,G12,12G,21.GS.C6.SN.Student2.IB-plant86-TMS21F1975P0086,ruth,NA,Leaf,CTAB
96,7/7/21,plate_1,Seren_Plate_1,Plate 1_H12,H12,12H,BLANK_Plate 1_H12,ruth,NA,Leaf,CTAB
97,7/7/21,plate_2,Seren_Plate_2,plate 2_A01,A01,01A,21.GS.C6.SN.Student2.IB-plant151-TMS21F1978P0003,seren,NA,Leaf,CTAB
98,7/7/21,plate_2,Seren_Plate_2,plate 2_B01,B01,01B,21.GS.C6.SN.Student2.IB-plant153-TMS21F1978P0005,seren,NA,Leaf,CTAB
99,7/7/21,plate_2,Seren_Plate_2,plate 2_C01,C01,01C,21.GS.C6.SN.Student2.IB-plant155-TMS21F1978P0007,seren,NA,Leaf,CTAB
100,7/7/21,plate_2,Seren_Plate_2,plate 2_D01,D01,01D,21.GS.C6.SN.Student2.IB-plant157-TMS21F1978P0009,seren,NA,Leaf,CTAB
101,7/7/21,plate_2,Seren_Plate_2,plate 2_E01,E01,01E,21.GS.C6.SN.Student2.IB-plant159-TMS21F1979P0002,seren,NA,Leaf,CTAB
102,7/7/21,plate_2,Seren_Plate_2,plate 2_F01,F01,01F,21.GS.C6.SN.Student2.IB-plant161-TMS21F1979P0004,seren,NA,Leaf,CTAB
103,7/7/21,plate_2,Seren_Plate_2,plate 2_G01,G01,01G,21.GS.C6.SN.Student2.IB-plant163-TMS21F1979P0006,seren,NA,Leaf,CTAB
104,7/7/21,plate_2,Seren_Plate_2,plate 2_H01,H01,01H,21.GS.C6.SN.Student2.IB-plant164-TMS21F1979P0007,seren,NA,Leaf,CTAB
105,7/7/21,plate_2,Seren_Plate_2,plate 2_A02,A02,02A,21.GS.C6.SN.Student2.IB-plant165-TMS21F1979P0008,seren,NA,Leaf,CTAB
106,7/7/21,plate_2,Seren_Plate_2,plate 2_B02,B02,02B,21.GS.C6.SN.Student2.IB-plant167-TMS21F1979P0010,seren,NA,Leaf,CTAB
107,7/7/21,plate_2,Seren_Plate_2,plate 2_C02,C02,02C,21.GS.C6.SN.Student2.IB-plant169-TMS21F1979P0012,seren,NA,Leaf,CTAB
108,7/7/21,plate_2,Seren_Plate_2,plate 2_D02,D02,02D,21.GS.C6.SN.Student2.IB-plant171-TMS21F1979P0014,seren,NA,Leaf,CTAB
109,7/7/21,plate_2,Seren_Plate_2,plate 2_E02,E02,02E,21.GS.C6.SN.Student2.IB-plant172-TMS21F1979P0015,seren,NA,Leaf,CTAB
110,7/7/21,plate_2,Seren_Plate_2,plate 2_F02,F02,02F,21.GS.C6.SN.Student2.IB-plant173-TMS21F1979P0016,seren,NA,Leaf,CTAB
111,7/7/21,plate_2,Seren_Plate_2,plate 2_G02,G02,02G,21.GS.C6.SN.Student2.IB-plant175-TMS21F1979P0018,seren,NA,Leaf,CTAB
112,7/7/21,plate_2,Seren_Plate_2,plate 2_H02,H02,02H,21.GS.C6.SN.Student2.IB-plant177-TMS21F1979P0020,seren,NA,Leaf,CTAB
113,7/7/21,plate_2,Seren_Plate_2,plate 2_A03,A03,03A,21.GS.C6.SN.Student2.IB-plant179-TMS21F1979P0022,seren,NA,Leaf,CTAB
114,7/7/21,plate_2,Seren_Plate_2,plate 2_B03,B03,03B,21.GS.C6.SN.Student2.IB-plant181-TMS21F1979P0024,seren,NA,Leaf,CTAB
115,7/7/21,plate_2,Seren_Plate_2,plate 2_C03,C03,03C,21.GS.C6.SN.Student2.IB-plant183-TMS21F1979P0026,seren,NA,Leaf,CTAB
116,7/7/21,plate_2,Seren_Plate_2,plate 2_D03,D03,03D,21.GS.C6.SN.Student2.IB-plant185-TMS21F1979P0028,seren,NA,Leaf,CTAB
117,7/7/21,plate_2,Seren_Plate_2,plate 2_E03,E03,03E,21.GS.C6.SN.Student2.IB-plant187-TMS21F1979P0030,seren,NA,Leaf,CTAB
118,7/7/21,plate_2,Seren_Plate_2,plate 2_F03,F03,03F,21.GS.C6.SN.Student2.IB-plant189-TMS21F1979P0032,seren,NA,Leaf,CTAB
119,7/7/21,plate_2,Seren_Plate_2,plate 2_G03,G03,03G,21.GS.C6.SN.Student2.IB-plant191-TMS21F1979P0034,seren,NA,Leaf,CTAB
120,7/7/21,plate_2,Seren_Plate_2,plate 2_H03,H03,03H,21.GS.C6.SN.Student2.IB-plant193-TMS21F1979P0036,seren,NA,Leaf,CTAB
121,7/7/21,plate_2,Seren_Plate_2,plate 2_A04,A04,04A,21.GS.C6.SN.Student2.IB-plant195-TMS21F1979P0038,seren,NA,Leaf,CTAB
122,7/7/21,plate_2,Seren_Plate_2,plate 2_B04,B04,04B,21.GS.C6.SN.Student2.IB-plant197-TMS21F1979P0040,seren,NA,Leaf,CTAB
123,7/7/21,plate_2,Seren_Plate_2,plate 2_C04,C04,04C,21.GS.C6.SN.Student2.IB-plant201-TMS21F1980P0002,seren,NA,Leaf,CTAB
124,7/7/21,plate_2,Seren_Plate_2,plate 2_D04,D04,04D,21.GS.C6.SN.Student2.IB-plant203-TMS21F1980P0004,seren,NA,Leaf,CTAB
125,7/7/21,plate_2,Seren_Plate_2,plate 2_E04,E04,04E,21.GS.C6.SN.Student2.IB-plant205-TMS21F1981P0001,seren,NA,Leaf,CTAB
126,7/7/21,plate_2,Seren_Plate_2,plate 2_F04,F04,04F,21.GS.C6.SN.Student2.IB-plant207-TMS21F1981P0003,seren,NA,Leaf,CTAB
127,7/7/21,plate_2,Seren_Plate_2,plate 2_G04,G04,04G,21.GS.C6.SN.Student2.IB-plant208-TMS21F1981P0004,seren,NA,Leaf,CTAB
128,7/7/21,plate_2,Seren_Plate_2,plate 2_H04,H04,04H,21.GS.C6.SN.Student2.IB-plant210-TMS21F1981P0006,seren,NA,Leaf,CTAB
129,7/7/21,plate_2,Seren_Plate_2,plate 2_A05,A05,05A,21.GS.C6.SN.Student2.IB-plant212-TMS21F1982P0001,seren,NA,Leaf,CTAB
130,7/7/21,plate_2,Seren_Plate_2,plate 2_B05,B05,05B,21.GS.C6.SN.Student2.IB-plant214-TMS21F1982P0003,seren,NA,Leaf,CTAB
131,7/7/21,plate_2,Seren_Plate_2,plate 2_C05,C05,05C,21.GS.C6.SN.Student2.IB-plant216-TMS21F1982P0005,seren,NA,Leaf,CTAB
132,7/7/21,plate_2,Seren_Plate_2,plate 2_D05,D05,05D,21.GS.C6.SN.Student2.IB-plant218-TMS21F1982P0007,seren,NA,Leaf,CTAB
133,7/7/21,plate_2,Seren_Plate_2,plate 2_E05,E05,05E,21.GS.C6.SN.Student2.IB-plant220-TMS21F1982P0009,seren,NA,Leaf,CTAB
134,7/7/21,plate_2,Seren_Plate_2,plate 2_F05,F05,05F,21.GS.C6.SN.Student2.IB-plant221-TMS21F1982P0010,seren,NA,Leaf,CTAB
135,7/7/21,plate_2,Seren_Plate_2,plate 2_G05,G05,05G,21.GS.C6.SN.Student2.IB-plant223-TMS21F1982P0012,seren,NA,Leaf,CTAB
136,7/7/21,plate_2,Seren_Plate_2,plate 2_H05,H05,05H,21.GS.C6.SN.Student2.IB-plant225-TMS21F1982P0014,seren,NA,Leaf,CTAB
137,7/7/21,plate_2,Seren_Plate_2,plate 2_A06,A06,06A,21.GS.C6.SN.Student2.IB-plant227-TMS21F1982P0016,seren,NA,Leaf,CTAB
138,7/7/21,plate_2,Seren_Plate_2,plate 2_B06,B06,06B,21.GS.C6.SN.Student2.IB-plant230-TMS21F1982P0019,seren,NA,Leaf,CTAB
139,7/7/21,plate_2,Seren_Plate_2,plate 2_C06,C06,06C,21.GS.C6.SN.Student2.IB-plant232-TMS21F1982P0021,seren,NA,Leaf,CTAB
140,7/7/21,plate_2,Seren_Plate_2,plate 2_D06,D06,06D,21.GS.C6.SN.Student2.IB-plant235-TMS21F1983P0001,seren,NA,Leaf,CTAB
141,7/7/21,plate_2,Seren_Plate_2,plate 2_E06,E06,06E,21.GS.C6.SN.Student2.IB-plant237-TMS21F1983P0003,seren,NA,Leaf,CTAB
142,7/7/21,plate_2,Seren_Plate_2,plate 2_F06,F06,06F,21.GS.C6.SN.Student2.IB-plant239-TMS21F1983P0005,seren,NA,Leaf,CTAB
143,7/7/21,plate_2,Seren_Plate_2,plate 2_G06,G06,06G,21.GS.C6.SN.Student2.IB-plant241-TMS21F1983P0007,seren,NA,Leaf,CTAB
144,7/7/21,plate_2,Seren_Plate_2,plate 2_H06,H06,06H,21.GS.C6.SN.Student2.IB-plant243-TMS21F1983P0009,seren,NA,Leaf,CTAB
145,7/7/21,plate_2,Seren_Plate_2,plate 2_A07,A07,07A,21.GS.C6.SN.Student2.IB-plant245-TMS21F1983P0011,seren,NA,Leaf,CTAB
146,7/7/21,plate_2,Seren_Plate_2,plate 2_B07,B07,07B,21.GS.C6.SN.Student2.IB-plant247-TMS21F1983P0013,seren,NA,Leaf,CTAB
147,7/7/21,plate_2,Seren_Plate_2,plate 2_C07,C07,07C,21.GS.C6.SN.Student2.IB-plant253-TMS21F1984P0001,seren,NA,Leaf,CTAB
148,7/7/21,plate_2,Seren_Plate_2,plate 2_D07,D07,07D,21.GS.C6.SN.Student2.IB-plant255-TMS21F1984P0003,seren,NA,Leaf,CTAB
149,7/7/21,plate_2,Seren_Plate_2,plate 2_E07,E07,07E,21.GS.C6.SN.Student2.IB-plant257-TMS21F1984P0005,seren,NA,Leaf,CTAB
150,7/7/21,plate_2,Seren_Plate_2,plate 2_F07,F07,07F,21.GS.C6.SN.Student2.IB-plant259-TMS21F1985P0001,seren,NA,Leaf,CTAB
151,7/7/21,plate_2,Seren_Plate_2,plate 2_G07,G07,07G,21.GS.C6.SN.Student2.IB-plant261-TMS21F1985P0003,seren,NA,Leaf,CTAB
152,7/7/21,plate_2,Seren_Plate_2,plate 2_H07,H07,07H,21.GS.C6.SN.Student2.IB-plant263-TMS21F1985P0005,seren,NA,Leaf,CTAB
153,7/7/21,plate_2,Seren_Plate_2,plate 2_A08,A08,08A,21.GS.C6.SN.Student2.IB-plant264-TMS21F1985P0006,seren,NA,Leaf,CTAB
154,7/7/21,plate_2,Seren_Plate_2,plate 2_B08,B08,08B,21.GS.C6.SN.Student2.IB-plant265-TMS21F1985P0007,seren,NA,Leaf,CTAB
155,7/7/21,plate_2,Seren_Plate_2,plate 2_C08,C08,08C,21.GS.C6.SN.Student2.IB-plant267-TMS21F1986P0001,seren,NA,Leaf,CTAB
156,7/7/21,plate_2,Seren_Plate_2,plate 2_D08,D08,08D,21.GS.C6.SN.Student2.IB-plant269-TMS21F1986P0003,seren,NA,Leaf,CTAB
157,7/7/21,plate_2,Seren_Plate_2,plate 2_E08,E08,08E,21.GS.C6.SN.Student2.IB-plant273-TMS21F1987P0002,seren,NA,Leaf,CTAB
158,7/7/21,plate_2,Seren_Plate_2,plate 2_F08,F08,08F,21.GS.C6.SN.Student2.IB-plant275-TMS21F1987P0004,seren,NA,Leaf,CTAB
159,7/7/21,plate_2,Seren_Plate_2,plate 2_G08,G08,08G,21.GS.C6.SN.Student2.IB-plant277-TMS21F1987P0006,seren,NA,Leaf,CTAB
160,7/7/21,plate_2,Seren_Plate_2,plate 2_H08,H08,08H,21.GS.C6.SN.Student2.IB-plant279-TMS21F1987P0008,seren,NA,Leaf,CTAB
