,date,plate_id,plate_name,sample_id,well_A01,well_01A,tissue_id,dna_person,notes,tissue_type,extraction
1530,7/9/21,plate_16,Seren_Plate_16,plate 16_B12,B12,12B,21.GS.C6.SN.Student2.IB-plant2888-TMS21F2232P0076,seren,NA,Leaf,CTAB
1531,7/9/21,plate_16,Seren_Plate_16,plate 16_C12,C12,12C,21.GS.C6.SN.Student2.IB-plant2890-TMS21F2232P0078,seren,NA,Leaf,CTAB
1532,7/9/21,plate_16,Seren_Plate_16,plate 16_D12,D12,12D,21.GS.C6.SN.Student2.IB-plant2892-TMS21F2232P0080,seren,NA,Leaf,CTAB
1533,7/9/21,plate_16,Seren_Plate_16,plate 16_E12,E12,12E,21.GS.C6.SN.Student2.IB-plant2893-TMS21F2232P0081,seren,NA,Leaf,CTAB
1534,7/9/21,plate_16,Seren_Plate_16,plate 16_F12,F12,12F,21.GS.C6.SN.Student2.IB-plant2894-TMS21F2232P0082,seren,NA,Leaf,CTAB
1535,7/9/21,plate_16,Seren_Plate_16,plate 16_G12,G12,12G,21.GS.C6.SN.Student2.IB-plant2896-TMS21F2232P0084,seren,NA,Leaf,CTAB
1536,7/9/21,plate_16,Seren_Plate_16,plate 16_H12,H12,12H,BLANK_plate 16_H12,seren,NA,Leaf,CTAB
1537,7/9/21,plate_17,Seren_Plate_17,plate 17_A01,A01,01A,21.GS.C6.SN.Student2.IB-plant2898-TMS21F2232P0086,seren,NA,Leaf,CTAB
1538,7/9/21,plate_17,Seren_Plate_17,plate 17_B01,B01,01B,21.GS.C6.SN.Student2.IB-plant2900-TMS21F2232P0088,seren,NA,Leaf,CTAB
1539,7/9/21,plate_17,Seren_Plate_17,plate 17_C01,C01,01C,21.GS.C6.SN.Student2.IB-plant2902-TMS21F2232P0090,seren,NA,Leaf,CTAB
1540,7/9/21,plate_17,Seren_Plate_17,plate 17_D01,D01,01D,21.GS.C6.SN.Student2.IB-plant2903-TMS21F2232P0091,seren,NA,Leaf,CTAB
1541,7/9/21,plate_17,Seren_Plate_17,plate 17_E01,E01,01E,21.GS.C6.SN.Student2.IB-plant2912-TMS21F2233P0002,seren,NA,Leaf,CTAB
1542,7/9/21,plate_17,Seren_Plate_17,plate 17_F01,F01,01F,21.GS.C6.SN.Student2.IB-plant2913-TMS21F2233P0003,seren,NA,Leaf,CTAB
1543,7/9/21,plate_17,Seren_Plate_17,plate 17_G01,G01,01G,21.GS.C6.SN.Student2.IB-plant2914-TMS21F2233P0004,seren,NA,Leaf,CTAB
1544,7/9/21,plate_17,Seren_Plate_17,plate 17_H01,H01,01H,21.GS.C6.SN.Student2.IB-plant2916-TMS21F2233P0006,seren,NA,Leaf,CTAB
1545,7/9/21,plate_17,Seren_Plate_17,plate 17_A02,A02,02A,21.GS.C6.SN.Student2.IB-plant2919-TMS21F2233P0009,seren,NA,Leaf,CTAB
1546,7/9/21,plate_17,Seren_Plate_17,plate 17_B02,B02,02B,21.GS.C6.SN.Student2.IB-plant2920-TMS21F2233P0010,seren,NA,Leaf,CTAB
1547,7/9/21,plate_17,Seren_Plate_17,plate 17_C02,C02,02C,21.GS.C6.SN.Student2.IB-plant2921-TMS21F2233P0011,seren,NA,Leaf,CTAB
1548,7/9/21,plate_17,Seren_Plate_17,plate 17_D02,D02,02D,21.GS.C6.SN.Student2.IB-plant2926-TMS21F2233P0016,seren,NA,Leaf,CTAB
1549,7/9/21,plate_17,Seren_Plate_17,plate 17_E02,E02,02E,21.GS.C6.SN.Student2.IB-plant2929-TMS21F2233P0019,seren,NA,Leaf,CTAB
1550,7/9/21,plate_17,Seren_Plate_17,plate 17_F02,F02,02F,21.GS.C6.SN.Student2.IB-plant2931-TMS21F2233P0021,seren,NA,Leaf,CTAB
1551,7/9/21,plate_17,Seren_Plate_17,plate 17_G02,G02,02G,21.GS.C6.SN.Student2.IB-plant2934-TMS21F2233P0024,seren,NA,Leaf,CTAB
1552,7/9/21,plate_17,Seren_Plate_17,plate 17_H02,H02,02H,21.GS.C6.SN.Student2.IB-plant2936-TMS21F2233P0026,seren,NA,Leaf,CTAB
1553,7/9/21,plate_17,Seren_Plate_17,plate 17_A03,A03,03A,21.GS.C6.SN.Student2.IB-plant2937-TMS21F2233P0027,seren,NA,Leaf,CTAB
1554,7/9/21,plate_17,Seren_Plate_17,plate 17_B03,B03,03B,21.GS.C6.SN.Student2.IB-plant2938-TMS21F2233P0028,seren,NA,Leaf,CTAB
1555,7/9/21,plate_17,Seren_Plate_17,plate 17_C03,C03,03C,21.GS.C6.SN.Student2.IB-plant2940-TMS21F2233P0030,seren,NA,Leaf,CTAB
1556,7/9/21,plate_17,Seren_Plate_17,plate 17_D03,D03,03D,21.GS.C6.SN.Student2.IB-plant2942-TMS21F2233P0032,seren,NA,Leaf,CTAB
1557,7/9/21,plate_17,Seren_Plate_17,plate 17_E03,E03,03E,21.GS.C6.SN.Student2.IB-plant2945-TMS21F2233P0035,seren,NA,Leaf,CTAB
1558,7/9/21,plate_17,Seren_Plate_17,plate 17_F03,F03,03F,21.GS.C6.SN.Student2.IB-plant2947-TMS21F2233P0037,seren,NA,Leaf,CTAB
1559,7/9/21,plate_17,Seren_Plate_17,plate 17_G03,G03,03G,21.GS.C6.SN.Student2.IB-plant2949-TMS21F2233P0039,seren,NA,Leaf,CTAB
1560,7/9/21,plate_17,Seren_Plate_17,plate 17_H03,H03,03H,21.GS.C6.SN.Student2.IB-plant2950-TMS21F2233P0040,seren,NA,Leaf,CTAB
1561,7/9/21,plate_17,Seren_Plate_17,plate 17_A04,A04,04A,21.GS.C6.SN.Student2.IB-plant2951-TMS21F2233P0041,seren,NA,Leaf,CTAB
1562,7/9/21,plate_17,Seren_Plate_17,plate 17_B04,B04,04B,21.GS.C6.SN.Student2.IB-plant2952-TMS21F2233P0042,seren,NA,Leaf,CTAB
1563,7/9/21,plate_17,Seren_Plate_17,plate 17_C04,C04,04C,21.GS.C6.SN.Student2.IB-plant2954-TMS21F2233P0044,seren,NA,Leaf,CTAB
1564,7/9/21,plate_17,Seren_Plate_17,plate 17_D04,D04,04D,21.GS.C6.SN.Student2.IB-plant2956-TMS21F2233P0046,seren,NA,Leaf,CTAB
1565,7/9/21,plate_17,Seren_Plate_17,plate 17_E04,E04,04E,21.GS.C6.SN.Student2.IB-plant2958-TMS21F2233P0048,seren,NA,Leaf,CTAB
1566,7/9/21,plate_17,Seren_Plate_17,plate 17_F04,F04,04F,21.GS.C6.SN.Student2.IB-plant2960-TMS21F2233P0050,seren,NA,Leaf,CTAB
1567,7/9/21,plate_17,Seren_Plate_17,plate 17_G04,G04,04G,21.GS.C6.SN.Student2.IB-plant2962-TMS21F2233P0052,seren,NA,Leaf,CTAB
1568,7/9/21,plate_17,Seren_Plate_17,plate 17_H04,H04,04H,21.GS.C6.SN.Student2.IB-plant2963-TMS21F2233P0053,seren,NA,Leaf,CTAB
1569,7/9/21,plate_17,Seren_Plate_17,plate 17_A05,A05,05A,21.GS.C6.SN.Student2.IB-plant2965-TMS21F2233P0055,seren,NA,Leaf,CTAB
1570,7/9/21,plate_17,Seren_Plate_17,plate 17_B05,B05,05B,21.GS.C6.SN.Student2.IB-plant2967-TMS21F2233P0057,seren,NA,Leaf,CTAB
1571,7/9/21,plate_17,Seren_Plate_17,plate 17_C05,C05,05C,21.GS.C6.SN.Student2.IB-plant2969-TMS21F2233P0059,seren,NA,Leaf,CTAB
1572,7/9/21,plate_17,Seren_Plate_17,plate 17_D05,D05,05D,21.GS.C6.SN.Student2.IB-plant2971-TMS21F2233P0061,seren,NA,Leaf,CTAB
1573,7/9/21,plate_17,Seren_Plate_17,plate 17_E05,E05,05E,21.GS.C6.SN.Student2.IB-plant2973-TMS21F2233P0063,seren,NA,Leaf,CTAB
1574,7/9/21,plate_17,Seren_Plate_17,plate 17_F05,F05,05F,21.GS.C6.SN.Student2.IB-plant2975-TMS21F2233P0065,seren,NA,Leaf,CTAB
1575,7/9/21,plate_17,Seren_Plate_17,plate 17_G05,G05,05G,21.GS.C6.SN.Student2.IB-plant2977-TMS21F2233P0067,seren,NA,Leaf,CTAB
1576,7/9/21,plate_17,Seren_Plate_17,plate 17_H05,H05,05H,21.GS.C6.SN.Student2.IB-plant2978-TMS21F2233P0068,seren,NA,Leaf,CTAB
1577,7/9/21,plate_17,Seren_Plate_17,plate 17_A06,A06,06A,21.GS.C6.SN.Student2.IB-plant2979-TMS21F2233P0069,seren,NA,Leaf,CTAB
1578,7/9/21,plate_17,Seren_Plate_17,plate 17_B06,B06,06B,21.GS.C6.SN.Student2.IB-plant2981-TMS21F2233P0071,seren,NA,Leaf,CTAB
1579,7/9/21,plate_17,Seren_Plate_17,plate 17_C06,C06,06C,21.GS.C6.SN.Student2.IB-plant2982-TMS21F2233P0072,seren,NA,Leaf,CTAB
1580,7/9/21,plate_17,Seren_Plate_17,plate 17_D06,D06,06D,21.GS.C6.SN.Student2.IB-plant2983-TMS21F2233P0073,seren,NA,Leaf,CTAB
1581,7/9/21,plate_17,Seren_Plate_17,plate 17_E06,E06,06E,21.GS.C6.SN.Student2.IB-plant2985-TMS21F2233P0075,seren,NA,Leaf,CTAB
1582,7/9/21,plate_17,Seren_Plate_17,plate 17_F06,F06,06F,21.GS.C6.SN.Student2.IB-plant2988-TMS21F2233P0078,seren,NA,Leaf,CTAB
1583,7/9/21,plate_17,Seren_Plate_17,plate 17_G06,G06,06G,21.GS.C6.SN.Student2.IB-plant2989-TMS21F2233P0079,seren,NA,Leaf,CTAB
1584,7/9/21,plate_17,Seren_Plate_17,plate 17_H06,H06,06H,21.GS.C6.SN.Student2.IB-plant2991-TMS21F2233P0081,seren,NA,Leaf,CTAB
1585,7/9/21,plate_17,Seren_Plate_17,plate 17_A07,A07,07A,21.GS.C6.SN.Student2.IB-plant2994-TMS21F2233P0084,seren,NA,Leaf,CTAB
1586,7/9/21,plate_17,Seren_Plate_17,plate 17_B07,B07,07B,21.GS.C6.SN.Student2.IB-plant2996-TMS21F2233P0086,seren,NA,Leaf,CTAB
1587,7/9/21,plate_17,Seren_Plate_17,plate 17_C07,C07,07C,21.GS.C6.SN.Student2.IB-plant2998-TMS21F2233P0088,seren,NA,Leaf,CTAB
1588,7/9/21,plate_17,Seren_Plate_17,plate 17_D07,D07,07D,21.GS.C6.SN.Student2.IB-plant3000-TMS21F2233P0090,seren,NA,Leaf,CTAB
1589,7/9/21,plate_17,Seren_Plate_17,plate 17_E07,E07,07E,21.GS.C6.SN.Student2.IB-plant3002-TMS21F2233P0092,seren,NA,Leaf,CTAB
1590,7/9/21,plate_17,Seren_Plate_17,plate 17_F07,F07,07F,21.GS.C6.SN.Student2.IB-plant3003-TMS21F2233P0093,seren,NA,Leaf,CTAB
1591,7/9/21,plate_17,Seren_Plate_17,plate 17_G07,G07,07G,21.GS.C6.SN.Student2.IB-plant3011-TMS21F2234P0002,seren,NA,Leaf,CTAB
1592,7/9/21,plate_17,Seren_Plate_17,plate 17_H07,H07,07H,21.GS.C6.SN.Student2.IB-plant3013-TMS21F2234P0004,seren,NA,Leaf,CTAB
1593,7/9/21,plate_17,Seren_Plate_17,plate 17_A08,A08,08A,21.GS.C6.SN.Student2.IB-plant3015-TMS21F2234P0006,seren,NA,Leaf,CTAB
1594,7/9/21,plate_17,Seren_Plate_17,plate 17_B08,B08,08B,21.GS.C6.SN.Student2.IB-plant3017-TMS21F2234P0008,seren,NA,Leaf,CTAB
1595,7/9/21,plate_17,Seren_Plate_17,plate 17_C08,C08,08C,21.GS.C6.SN.Student2.IB-plant3019-TMS21F2234P0010,seren,NA,Leaf,CTAB
1596,7/9/21,plate_17,Seren_Plate_17,plate 17_D08,D08,08D,21.GS.C6.SN.Student2.IB-plant3022-TMS21F2234P0013,seren,NA,Leaf,CTAB
1597,7/9/21,plate_17,Seren_Plate_17,plate 17_E08,E08,08E,21.GS.C6.SN.Student2.IB-plant3024-TMS21F2234P0015,seren,NA,Leaf,CTAB
1598,7/9/21,plate_17,Seren_Plate_17,plate 17_F08,F08,08F,21.GS.C6.SN.Student2.IB-plant3025-TMS21F2234P0016,seren,NA,Leaf,CTAB
1599,7/9/21,plate_17,Seren_Plate_17,plate 17_G08,G08,08G,21.GS.C6.SN.Student2.IB-plant3027-TMS21F2234P0018,seren,NA,Leaf,CTAB
1600,7/9/21,plate_17,Seren_Plate_17,plate 17_H08,H08,08H,21.GS.C6.SN.Student2.IB-plant3029-TMS21F2234P0020,seren,NA,Leaf,CTAB
1601,7/9/21,plate_17,Seren_Plate_17,plate 17_A09,A09,09A,21.GS.C6.SN.Student2.IB-plant3031-TMS21F2234P0022,seren,NA,Leaf,CTAB
1602,7/9/21,plate_17,Seren_Plate_17,plate 17_B09,B09,09B,21.GS.C6.SN.Student2.IB-plant3033-TMS21F2234P0024,seren,NA,Leaf,CTAB
1603,7/9/21,plate_17,Seren_Plate_17,plate 17_C09,C09,09C,21.GS.C6.SN.Student2.IB-plant3035-TMS21F2234P0026,seren,NA,Leaf,CTAB
1604,7/9/21,plate_17,Seren_Plate_17,plate 17_D09,D09,09D,21.GS.C6.SN.Student2.IB-plant3037-TMS21F2234P0028,seren,NA,Leaf,CTAB
1605,7/9/21,plate_17,Seren_Plate_17,plate 17_E09,E09,09E,21.GS.C6.SN.Student2.IB-plant3039-TMS21F2234P0030,seren,NA,Leaf,CTAB
1606,7/9/21,plate_17,Seren_Plate_17,plate 17_F09,F09,09F,21.GS.C6.SN.Student2.IB-plant3041-TMS21F2234P0032,seren,NA,Leaf,CTAB
1607,7/9/21,plate_17,Seren_Plate_17,plate 17_G09,G09,09G,21.GS.C6.SN.Student2.IB-plant3043-TMS21F2234P0034,seren,NA,Leaf,CTAB
1608,7/9/21,plate_17,Seren_Plate_17,plate 17_H09,H09,09H,21.GS.C6.SN.Student2.IB-plant3045-TMS21F2234P0036,seren,NA,Leaf,CTAB
1609,7/9/21,plate_17,Seren_Plate_17,plate 17_A10,A10,10A,21.GS.C6.SN.Student2.IB-plant3046-TMS21F2234P0037,seren,NA,Leaf,CTAB
1610,7/9/21,plate_17,Seren_Plate_17,plate 17_B10,B10,10B,21.GS.C6.SN.Student2.IB-plant3047-TMS21F2234P0038,seren,NA,Leaf,CTAB
1611,7/9/21,plate_17,Seren_Plate_17,plate 17_C10,C10,10C,21.GS.C6.SN.Student2.IB-plant3049-TMS21F2234P0040,seren,NA,Leaf,CTAB
1612,7/9/21,plate_17,Seren_Plate_17,plate 17_D10,D10,10D,21.GS.C6.SN.Student2.IB-plant3051-TMS21F2234P0042,seren,NA,Leaf,CTAB
1613,7/9/21,plate_17,Seren_Plate_17,plate 17_E10,E10,10E,21.GS.C6.SN.Student2.IB-plant3053-TMS21F2234P0044,seren,NA,Leaf,CTAB
1614,7/9/21,plate_17,Seren_Plate_17,plate 17_F10,F10,10F,21.GS.C6.SN.Student2.IB-plant3055-TMS21F2234P0046,seren,NA,Leaf,CTAB
1615,7/9/21,plate_17,Seren_Plate_17,plate 17_G10,G10,10G,21.GS.C6.SN.Student2.IB-plant3057-TMS21F2234P0048,seren,NA,Leaf,CTAB
1616,7/9/21,plate_17,Seren_Plate_17,plate 17_H10,H10,10H,21.GS.C6.SN.Student2.IB-plant3059-TMS21F2234P0050,seren,NA,Leaf,CTAB
1617,7/9/21,plate_17,Seren_Plate_17,plate 17_A11,A11,11A,21.GS.C6.SN.Student2.IB-plant3060-TMS21F2234P0051,seren,NA,Leaf,CTAB
1618,7/9/21,plate_17,Seren_Plate_17,plate 17_B11,B11,11B,21.GS.C6.SN.Student2.IB-plant3061-TMS21F2234P0052,seren,NA,Leaf,CTAB
1619,7/9/21,plate_17,Seren_Plate_17,plate 17_C11,C11,11C,21.GS.C6.SN.Student2.IB-plant3063-TMS21F2234P0054,seren,NA,Leaf,CTAB
1620,7/9/21,plate_17,Seren_Plate_17,plate 17_D11,D11,11D,21.GS.C6.SN.Student2.IB-plant3065-TMS21F2234P0056,seren,NA,Leaf,CTAB
1621,7/9/21,plate_17,Seren_Plate_17,plate 17_E11,E11,11E,21.GS.C6.SN.Student2.IB-plant3067-TMS21F2234P0058,seren,NA,Leaf,CTAB
1622,7/9/21,plate_17,Seren_Plate_17,plate 17_F11,F11,11F,21.GS.C6.SN.Student2.IB-plant3068-TMS21F2234P0059,seren,NA,Leaf,CTAB
1623,7/9/21,plate_17,Seren_Plate_17,plate 17_G11,G11,11G,21.GS.C6.SN.Student2.IB-plant3069-TMS21F2234P0060,seren,NA,Leaf,CTAB
1624,7/9/21,plate_17,Seren_Plate_17,plate 17_H11,H11,11H,BLANK_plate 17_H11,seren,NA,Leaf,CTAB
1625,7/9/21,plate_17,Seren_Plate_17,plate 17_A12,A12,12A,21.GS.C6.SN.Student2.IB-plant3072-TMS21F2234P0063,seren,NA,Leaf,CTAB
1626,7/9/21,plate_17,Seren_Plate_17,plate 17_B12,B12,12B,21.GS.C6.SN.Student2.IB-plant3074-TMS21F2234P0065,seren,NA,Leaf,CTAB
1627,7/9/21,plate_17,Seren_Plate_17,plate 17_C12,C12,12C,21.GS.C6.SN.Student2.IB-plant3076-TMS21F2234P0067,seren,NA,Leaf,CTAB
1628,7/9/21,plate_17,Seren_Plate_17,plate 17_D12,D12,12D,21.GS.C6.SN.Student2.IB-plant3077-TMS21F2234P0068,seren,NA,Leaf,CTAB
1629,7/9/21,plate_17,Seren_Plate_17,plate 17_E12,E12,12E,21.GS.C6.SN.Student2.IB-plant3079-TMS21F2234P0070,seren,NA,Leaf,CTAB
1630,7/9/21,plate_17,Seren_Plate_17,plate 17_F12,F12,12F,21.GS.C6.SN.Student2.IB-plant3081-TMS21F2234P0072,seren,NA,Leaf,CTAB
1631,7/9/21,plate_17,Seren_Plate_17,plate 17_G12,G12,12G,21.GS.C6.SN.Student2.IB-plant3082-TMS21F2234P0073,seren,NA,Leaf,CTAB
1632,7/9/21,plate_17,Seren_Plate_17,plate 17_H12,H12,12H,BLANK_plate 17_H12,seren,NA,Leaf,CTAB
1633,7/9/21,plate_18,Seren_Plate_18,plate 18_A01,A01,01A,21.GS.C6.SN.Student2.IB-plant3083-TMS21F2234P0074,seren,NA,Leaf,CTAB
1634,7/9/21,plate_18,Seren_Plate_18,plate 18_B01,B01,01B,21.GS.C6.SN.Student2.IB-plant3085-TMS21F2234P0076,seren,NA,Leaf,CTAB
1635,7/9/21,plate_18,Seren_Plate_18,plate 18_C01,C01,01C,21.GS.C6.SN.Student2.IB-plant3086-TMS21F2234P0077,seren,NA,Leaf,CTAB
1636,7/9/21,plate_18,Seren_Plate_18,plate 18_D01,D01,01D,21.GS.C6.SN.Student2.IB-plant3090-TMS21F2234P0081,seren,NA,Leaf,CTAB
1637,7/9/21,plate_18,Seren_Plate_18,plate 18_E01,E01,01E,21.GS.C6.SN.Student2.IB-plant3092-TMS21F2234P0083,seren,NA,Leaf,CTAB
1638,7/9/21,plate_18,Seren_Plate_18,plate 18_F01,F01,01F,21.GS.C6.SN.Student2.IB-plant3094-TMS21F2234P0085,seren,NA,Leaf,CTAB
1639,7/9/21,plate_18,Seren_Plate_18,plate 18_G01,G01,01G,21.GS.C6.SN.Student2.IB-plant3095-TMS21F2234P0086,seren,NA,Leaf,CTAB
1640,7/9/21,plate_18,Seren_Plate_18,plate 18_H01,H01,01H,21.GS.C6.SN.Student2.IB-plant3096-TMS21F2234P0087,seren,NA,Leaf,CTAB
1641,7/9/21,plate_18,Seren_Plate_18,plate 18_A02,A02,02A,21.GS.C6.SN.Student2.IB-plant3098-TMS21F2234P0089,seren,NA,Leaf,CTAB
1642,7/9/21,plate_18,Seren_Plate_18,plate 18_B02,B02,02B,21.GS.C6.SN.Student2.IB-plant3100-TMS21F2234P0091,seren,NA,Leaf,CTAB
1643,7/9/21,plate_18,Seren_Plate_18,plate 18_C02,C02,02C,21.GS.C6.SN.Student2.IB-plant3104-TMS21F2235P0001,seren,NA,Leaf,CTAB
1644,7/9/21,plate_18,Seren_Plate_18,plate 18_D02,D02,02D,21.GS.C6.SN.Student2.IB-plant3106-TMS21F2235P0003,seren,NA,Leaf,CTAB
1645,7/9/21,plate_18,Seren_Plate_18,plate 18_E02,E02,02E,21.GS.C6.SN.Student2.IB-plant3107-TMS21F2235P0004,seren,NA,Leaf,CTAB
1646,7/9/21,plate_18,Seren_Plate_18,plate 18_F02,F02,02F,21.GS.C6.SN.Student2.IB-plant3108-TMS21F2235P0005,seren,NA,Leaf,CTAB
1647,7/9/21,plate_18,Seren_Plate_18,plate 18_G02,G02,02G,21.GS.C6.SN.Student2.IB-plant3109-TMS21F2235P0006,seren,NA,Leaf,CTAB
1648,7/9/21,plate_18,Seren_Plate_18,plate 18_H02,H02,02H,21.GS.C6.SN.Student2.IB-plant3111-TMS21F2235P0008,seren,NA,Leaf,CTAB
1649,7/9/21,plate_18,Seren_Plate_18,plate 18_A03,A03,03A,21.GS.C6.SN.Student2.IB-plant3113-TMS21F2235P0010,seren,NA,Leaf,CTAB
1650,7/9/21,plate_18,Seren_Plate_18,plate 18_B03,B03,03B,21.GS.C6.SN.Student2.IB-plant3114-TMS21F2235P0011,seren,NA,Leaf,CTAB
1651,7/9/21,plate_18,Seren_Plate_18,plate 18_C03,C03,03C,21.GS.C6.SN.Student2.IB-plant3116-TMS21F2235P0013,seren,NA,Leaf,CTAB
1652,7/9/21,plate_18,Seren_Plate_18,plate 18_D03,D03,03D,21.GS.C6.SN.Student2.IB-plant3118-TMS21F2235P0015,seren,NA,Leaf,CTAB
1653,7/9/21,plate_18,Seren_Plate_18,plate 18_E03,E03,03E,21.GS.C6.SN.Student2.IB-plant3120-TMS21F2235P0017,seren,NA,Leaf,CTAB
1654,7/9/21,plate_18,Seren_Plate_18,plate 18_F03,F03,03F,21.GS.C6.SN.Student2.IB-plant3121-TMS21F2235P0018,seren,NA,Leaf,CTAB
1655,7/9/21,plate_18,Seren_Plate_18,plate 18_G03,G03,03G,21.GS.C6.SN.Student2.IB-plant3122-TMS21F2235P0019,seren,NA,Leaf,CTAB
1656,7/9/21,plate_18,Seren_Plate_18,plate 18_H03,H03,03H,21.GS.C6.SN.Student2.IB-plant3123-TMS21F2235P0020,seren,NA,Leaf,CTAB
1657,7/9/21,plate_18,Seren_Plate_18,plate 18_A04,A04,04A,21.GS.C6.SN.Student2.IB-plant3126-TMS21F2235P0023,seren,NA,Leaf,CTAB
1658,7/9/21,plate_18,Seren_Plate_18,plate 18_B04,B04,04B,21.GS.C6.SN.Student2.IB-plant3127-TMS21F2235P0024,seren,NA,Leaf,CTAB
1659,7/9/21,plate_18,Seren_Plate_18,plate 18_C04,C04,04C,21.GS.C6.SN.Student2.IB-plant3129-TMS21F2235P0026,seren,NA,Leaf,CTAB
1660,7/9/21,plate_18,Seren_Plate_18,plate 18_D04,D04,04D,21.GS.C6.SN.Student2.IB-plant3131-TMS21F2235P0028,seren,NA,Leaf,CTAB
1661,7/9/21,plate_18,Seren_Plate_18,plate 18_E04,E04,04E,21.GS.C6.SN.Student2.IB-plant3133-TMS21F2235P0030,seren,NA,Leaf,CTAB
1662,7/9/21,plate_18,Seren_Plate_18,plate 18_F04,F04,04F,21.GS.C6.SN.Student2.IB-plant3134-TMS21F2235P0031,seren,NA,Leaf,CTAB
1663,7/9/21,plate_18,Seren_Plate_18,plate 18_G04,G04,04G,21.GS.C6.SN.Student2.IB-plant3135-TMS21F2235P0032,seren,NA,Leaf,CTAB
1664,7/9/21,plate_18,Seren_Plate_18,plate 18_H04,H04,04H,21.GS.C6.SN.Student2.IB-plant3137-TMS21F2235P0034,seren,NA,Leaf,CTAB
1665,7/9/21,plate_18,Seren_Plate_18,plate 18_A05,A05,05A,21.GS.C6.SN.Student2.IB-plant3139-TMS21F2235P0036,seren,NA,Leaf,CTAB
1666,7/9/21,plate_18,Seren_Plate_18,plate 18_B05,B05,05B,21.GS.C6.SN.Student2.IB-plant3141-TMS21F2235P0038,seren,NA,Leaf,CTAB
1667,7/9/21,plate_18,Seren_Plate_18,plate 18_C05,C05,05C,21.GS.C6.SN.Student2.IB-plant3143-TMS21F2235P0040,seren,NA,Leaf,CTAB
1668,7/9/21,plate_18,Seren_Plate_18,plate 18_D05,D05,05D,21.GS.C6.SN.Student2.IB-plant3144-TMS21F2235P0041,seren,NA,Leaf,CTAB
1669,7/9/21,plate_18,Seren_Plate_18,plate 18_E05,E05,05E,21.GS.C6.SN.Student2.IB-plant3145-TMS21F2235P0042,seren,NA,Leaf,CTAB
1670,7/9/21,plate_18,Seren_Plate_18,plate 18_F05,F05,05F,21.GS.C6.SN.Student2.IB-plant3147-TMS21F2235P0044,seren,NA,Leaf,CTAB
1671,7/9/21,plate_18,Seren_Plate_18,plate 18_G05,G05,05G,21.GS.C6.SN.Student2.IB-plant3151-TMS21F2235P0048,seren,NA,Leaf,CTAB
1672,7/9/21,plate_18,Seren_Plate_18,plate 18_H05,H05,05H,21.GS.C6.SN.Student2.IB-plant3152-TMS21F2235P0049,seren,NA,Leaf,CTAB
1673,7/9/21,plate_18,Seren_Plate_18,plate 18_A06,A06,06A,21.GS.C6.SN.Student2.IB-plant3153-TMS21F2235P0050,seren,NA,Leaf,CTAB
1674,7/9/21,plate_18,Seren_Plate_18,plate 18_B06,B06,06B,21.GS.C6.SN.Student2.IB-plant3156-TMS21F2235P0053,seren,NA,Leaf,CTAB
1675,7/9/21,plate_18,Seren_Plate_18,plate 18_C06,C06,06C,21.GS.C6.SN.Student2.IB-plant3157-TMS21F2235P0054,seren,NA,Leaf,CTAB
1676,7/9/21,plate_18,Seren_Plate_18,plate 18_D06,D06,06D,21.GS.C6.SN.Student2.IB-plant3160-TMS21F2235P0057,seren,NA,Leaf,CTAB
1677,7/9/21,plate_18,Seren_Plate_18,plate 18_E06,E06,06E,21.GS.C6.SN.Student2.IB-plant3161-TMS21F2235P0058,seren,NA,Leaf,CTAB
1678,7/9/21,plate_18,Seren_Plate_18,plate 18_F06,F06,06F,21.GS.C6.SN.Student2.IB-plant3163-TMS21F2235P0060,seren,NA,Leaf,CTAB
1679,7/9/21,plate_18,Seren_Plate_18,plate 18_G06,G06,06G,21.GS.C6.SN.Student2.IB-plant3165-TMS21F2235P0062,seren,NA,Leaf,CTAB
1680,7/9/21,plate_18,Seren_Plate_18,plate 18_H06,H06,06H,21.GS.C6.SN.Student2.IB-plant3169-TMS21F2235P0066,seren,NA,Leaf,CTAB
1681,7/9/21,plate_18,Seren_Plate_18,plate 18_A07,A07,07A,21.GS.C6.SN.Student2.IB-plant3170-TMS21F2235P0067,seren,NA,Leaf,CTAB
1682,7/9/21,plate_18,Seren_Plate_18,plate 18_B07,B07,07B,21.GS.C6.SN.Student2.IB-plant3173-TMS21F2235P0070,seren,NA,Leaf,CTAB
1683,7/9/21,plate_18,Seren_Plate_18,plate 18_C07,C07,07C,21.GS.C6.SN.Student2.IB-plant3176-TMS21F2235P0073,seren,NA,Leaf,CTAB
1684,7/9/21,plate_18,Seren_Plate_18,plate 18_D07,D07,07D,21.GS.C6.SN.Student2.IB-plant3177-TMS21F2235P0074,seren,NA,Leaf,CTAB
1685,7/9/21,plate_18,Seren_Plate_18,plate 18_E07,E07,07E,21.GS.C6.SN.Student2.IB-plant3178-TMS21F2235P0075,seren,NA,Leaf,CTAB
1686,7/9/21,plate_18,Seren_Plate_18,plate 18_F07,F07,07F,21.GS.C6.SN.Student2.IB-plant3188-TMS21F2236P0001,seren,NA,Leaf,CTAB
1687,7/9/21,plate_18,Seren_Plate_18,plate 18_G07,G07,07G,21.GS.C6.SN.Student2.IB-plant3190-TMS21F2236P0003,seren,NA,Leaf,CTAB
1688,7/9/21,plate_18,Seren_Plate_18,plate 18_H07,H07,07H,21.GS.C6.SN.Student2.IB-plant3191-TMS21F2236P0004,seren,NA,Leaf,CTAB
