plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,sprout,vigor,cmd1s,cmd1i
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0007_973,TMS21F2019P0007,973,25,,1,49,13,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0010_974,TMS21F2242P0010,974,25,,1,49,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2245P0114_975,TMS21F2245P0114,975,25,,1,49,15,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2057P0011_976,TMS21F2057P0011,976,25,,1,49,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0003_977,TMS21F2019P0003,977,25,,1,49,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2017P0002_978,TMS21F2017P0002,978,25,,1,49,18,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_979,TMS13F1343P0022,979,25,1,1,49,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0001_980,TMS21F2016P0001,980,25,,1,49,20,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2245P0079_981,TMS21F2245P0079,981,25,,1,50,20,5,7,3,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2056P0011_982,TMS21F2056P0011,982,25,,1,50,19,5,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2061P0002_983,TMS21F2061P0002,983,25,,1,50,18,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_984,IITA-TMS-IBA070593,984,25,1,1,50,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2048P0004_985,TMS21F2048P0004,985,25,,1,50,16,5,5,3,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2048P0003_986,TMS21F2048P0003,986,25,,1,50,15,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2048P0001_987,TMS21F2048P0001,987,25,,1,50,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2250P0035_988,TMS21F2250P0035,988,25,,1,50,13,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0007_989,TMS21F2045P0007,989,25,,1,50,12,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0061_990,TMS21F2045P0061,990,25,,1,50,11,5,5,3,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2040P0007_991,TMS21F2040P0007,991,25,,1,50,10,5,7,3,2
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_992,IITA-TMS-IBA000070,992,25,1,1,50,9,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2054P0024_993,TMS21F2054P0024,993,25,,1,50,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0044_994,TMS21F2045P0044,994,25,,1,50,7,4,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0034_995,TMS21F2045P0034,995,25,,1,50,6,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2056P0009_996,TMS21F2056P0009,996,25,,1,50,5,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2249P0026_997,TMS21F2249P0026,997,25,,1,50,4,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2249P0011_998,TMS21F2249P0011,998,25,,1,50,3,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2024P0005_999,TMS21F2024P0005,999,25,,1,50,2,5,5,2,1
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2086P0016_1000,TMS21F2086P0016,1000,25,,1,50,1,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0042_1001,TMS21F2045P0042,1001,26,,1,51,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMEB419_1002,TMEB419,1002,26,1,1,51,2,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0019_1003,TMS21F2045P0019,1003,26,,1,51,3,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2038P0011_1004,TMS21F2038P0011,1004,26,,1,51,4,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2062P0002_1005,TMS21F2062P0002,1005,26,,1,51,5,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2044P0033_1006,TMS21F2044P0033,1006,26,,1,51,6,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2242P0038_1007,TMS21F2242P0038,1007,26,,1,51,7,5,7,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2073P0003_1008,TMS21F2073P0003,1008,26,,1,51,8,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2055P0025_1009,TMS21F2055P0025,1009,26,,1,51,9,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0011_1010,TMS21F2045P0011,1010,26,,1,51,10,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_1011,TMS13F1343P0022,1011,26,1,1,51,11,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2057P0001_1012,TMS21F2057P0001,1012,26,,1,51,12,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0032_1013,TMS21F2045P0032,1013,26,,1,51,13,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2058P0001_1014,TMS21F2058P0001,1014,26,,1,51,14,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2041P0008_1015,TMS21F2041P0008,1015,26,,1,51,15,5,5,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2055P0011_1016,TMS21F2055P0011,1016,26,,1,51,16,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2059P0006_1017,TMS21F2059P0006,1017,26,,1,51,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2090P0029_1018,TMS21F2090P0029,1018,26,,1,51,18,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2055P0006_1019,TMS21F2055P0006,1019,26,,1,51,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2056P0005_1020,TMS21F2056P0005,1020,26,,1,51,20,5,3,4,5
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_1021,IITA-TMS-IBA000070,1021,26,1,1,52,20,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2224P0010_1022,TMS21F2224P0010,1022,26,,1,52,19,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1975P0113_1023,TMS21F1975P0113,1023,26,,1,52,18,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2055P0019_1024,TMS21F2055P0019,1024,26,,1,52,17,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1975P0087_1025,TMS21F1975P0087,1025,26,,1,52,16,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2260P0086_1026,TMS21F2260P0086,1026,26,,1,52,15,5,3,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0053_1027,TMS21F2045P0053,1027,26,,1,52,14,4,5,3,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1976P0022_1028,TMS21F1976P0022,1028,26,,1,52,13,5,3,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2009P0015_1029,TMS21F2009P0015,1029,26,,1,52,12,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1999P0015_1030,TMS21F1999P0015,1030,26,,1,52,11,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1975P0015_1031,TMS21F1975P0015,1031,26,,1,52,10,4,3,3,4
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2054P0011_1032,TMS21F2054P0011,1032,26,,1,52,9,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2241P0022_1033,TMS21F2241P0022,1033,26,,1,52,8,5,3,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2038P0022_1034,TMS21F2038P0022,1034,26,,1,52,7,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA070593_1035,IITA-TMS-IBA070593,1035,26,1,1,52,6,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2012P0001_1036,TMS21F2012P0001,1036,26,,1,52,5,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2014P0017_1037,TMS21F2014P0017,1037,26,,1,52,4,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2086P0014_1038,TMS21F2086P0014,1038,26,,1,52,3,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2044P0029_1039,TMS21F2044P0029,1039,26,,1,52,2,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2045P0004_1040,TMS21F2045P0004,1040,26,,1,52,1,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0005_1041,TMS21F2019P0005,1041,27,,1,53,1,4,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0027_1042,TMS21F2016P0027,1042,27,,1,53,2,5,3,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1978P0005_1043,TMS21F1978P0005,1043,27,,1,53,3,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1977P0003_1044,TMS21F1977P0003,1044,27,,1,53,4,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1975P0059_1045,TMS21F1975P0059,1045,27,,1,53,5,5,5,3,3
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1997P0002_1046,TMS21F1997P0002,1046,27,,1,53,6,5,5,2,2
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1996P0019_1047,TMS21F1996P0019,1047,27,,1,53,7,4,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS13F1343P0022_1048,TMS13F1343P0022,1048,27,1,1,53,8,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F1979P0115_1049,TMS21F1979P0115,1049,27,,1,53,9,5,3,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2018P0004_1050,TMS21F2018P0004,1050,27,,1,53,10,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2239P0034_1051,TMS21F2239P0034,1051,27,,1,53,11,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2104P0001_1052,TMS21F2104P0001,1052,27,,1,53,12,5,5,3,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2049P0007_1053,TMS21F2049P0007,1053,27,,1,53,13,,,,
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2018P0002_1054,TMS21F2018P0002,1054,27,,1,53,14,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-IITA-TMS-IBA000070_1055,IITA-TMS-IBA000070,1055,27,1,1,53,15,5,7,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2107P0009_1056,TMS21F2107P0009,1056,27,,1,53,16,4,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2016P0016_1057,TMS21F2016P0016,1057,27,,1,53,17,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2249P0043_1058,TMS21F2249P0043,1058,27,,1,53,18,5,5,1,0
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2130P0001_1059,TMS21F2130P0001,1059,27,,1,53,19,5,5,4,5
2022-21.GS.C5.CE.1060.IB-rep1-TMS21F2019P0014_1060,TMS21F2019P0014,1060,27,,1,53,20,5,5,2,5
